id,reward_value,created_at,reward_type
1195,20 days,2024-02-22T00:12:41Z,1
1196,10 days,2024-02-20T02:19:36Z,1
1197,7 days,2023-10-29T17:16:30Z,1
1198,15% discount,2023-10-08T15:32:45Z,2
1199,10 days,2023-12-10T19:45:02Z,1
1200,5 days,2024-02-18T16:16:55Z,1
1201,30 days,2023-10-27T12:44:41Z,1
1202,20 days,2023-12-24T12:30:52Z,1
1203,15 days,2023-10-24T12:15:22Z,1
1204,30 days,2024-07-10T06:11:00Z,1
1205,14 days,2023-10-15T11:24:43Z,1
1206,10 days,2024-08-15T23:08:57Z,1
1207,10 days,2024-05-25T13:00:06Z,1
1208,30 days,2024-06-07T19:55:32Z,1
1209,Rp 25.000,2023-09-30T01:53:58Z,3
1210,10 days,2024-01-13T05:01:44Z,1
1211,10 days,2024-04-16T21:40:35Z,1
1212,20 days,2024-05-28T16:01:14Z,1
1213,7 days,2024-07-18T08:29:43Z,1
1214,5 days,2024-03-14T08:55:23Z,1
1215,5 days,2024-06-21T18:53:47Z,1
1216,14 days,2024-05-07T11:39:02Z,1
1217,10 days,2023-10-19T13:37:44Z,1
1218,10 days,2023-12-09T19:47:24Z,1
1219,15 days,2024-07-20T01:36:57Z,1
1220,30 days,2024-04-03T18:32:35Z,1
1221,20 days,2024-07-16T08:49:31Z,1
1222,15 days,2024-04-01T00:03:17Z,1
1223,7 days,2024-07-30T13:46:55Z,1
1224,45 days,2024-01-03T16:52:51Z,1
1225,7 days,2024-08-10T02:12:51Z,1
1226,5 days,2024-01-09T21:41:24Z,1
1227,10 days,2023-10-11T14:38:49Z,1
1228,20 days,2024-08-22T02:50:03Z,1
1229,7 days,2024-02-26T23:06:35Z,1
1230,20 days,2024-06-03T17:29:08Z,1
1231,30 days,2023-12-19T17:52:22Z,1
1232,15 days,2024-02-29T12:05:08Z,1
1233,10 days,2024-07-16T08:19:36Z,1
1234,Rp 100.000,2023-09-06T12:56:19Z,3
1235,15 days,2023-10-20T03:19:36Z,1
1236,5 days,2024-05-19T11:24:36Z,1
1237,15 days,2023-09-13T15:12:38Z,1
1238,14 days,2023-11-25T07:36:32Z,1
1239,20 days,2024-02-05T14:08:55Z,1
1240,15% discount,2023-09-15T21:13:39Z,2
1241,15 days,2024-08-20T23:28:59Z,1
1242,7 days,2024-07-14T11:44:25Z,1
1243,10% discount,2023-10-07T18:41:13Z,2
1244,30 days,2024-01-26T22:52:44Z,1
1245,30 days,2024-03-26T13:07:05Z,1
1246,5 days,2024-02-16T12:23:21Z,1
1247,30 days,2023-09-14T02:08:01Z,1
1248,45 days,2023-11-07T13:57:58Z,1
1249,15 days,2024-05-06T18:21:05Z,1
1250,5% discount,2023-10-03T17:10:39Z,2
1251,Rp 25.000,2024-03-26T10:43:14Z,3
1252,10 days,2023-09-27T00:51:53Z,1
1253,15 days,2024-03-10T13:22:35Z,1
1254,14 days,2024-03-02T08:45:47Z,1
1255,14 days,2023-09-29T10:11:29Z,1
1256,10 days,2024-07-20T06:21:54Z,1
1257,45 days,2024-03-04T04:33:21Z,1
1258,15 days,2024-03-05T23:04:11Z,1
1259,50% discount,2024-06-01T22:55:53Z,2
1260,20 days,2024-05-15T14:52:41Z,1
1261,10 days,2024-05-08T05:37:14Z,1
1262,14 days,2023-10-13T00:40:02Z,1
1263,10 days,2023-12-01T03:19:25Z,1
1264,14 days,2024-06-14T22:37:03Z,1
1265,10 days,2023-09-02T06:14:11Z,1
1266,50% discount,2023-10-19T04:26:56Z,2
1267,7 days,2024-05-08T16:54:03Z,1
1268,10 days,2024-04-06T06:14:37Z,1
1269,10 days,2023-12-08T05:09:55Z,1
1270,Rp 20.000,2023-11-12T07:31:37Z,3
1271,5 days,2024-08-15T16:47:21Z,1
1272,14 days,2024-07-09T18:24:39Z,1
1273,15 days,2023-12-11T01:59:32Z,1
1274,15 days,2024-06-21T13:58:19Z,1
1275,10 days,2024-06-17T05:07:30Z,1
1276,20 days,2024-01-14T12:14:59Z,1
1277,20 days,2023-11-27T23:32:47Z,1
1278,20 days,2024-06-29T20:47:07Z,1
1279,45 days,2024-06-20T07:22:25Z,1
1280,15 days,2024-07-30T05:30:27Z,1
1281,60 days,2023-10-23T06:15:36Z,1
1282,7 days,2024-02-05T15:32:07Z,1
1283,10 days,2024-07-15T15:25:47Z,1
1284,15 days,2024-01-21T23:44:59Z,1
1285,30 days,2024-05-04T22:02:53Z,1
1286,Rp 100.000,2023-12-14T05:24:40Z,3
1287,60 days,2024-07-16T10:04:51Z,1
1288,7 days,2024-03-10T09:38:33Z,1
1289,10 days,2024-02-16T06:56:22Z,1
1290,5 days,2024-07-09T17:46:12Z,1
1291,14 days,2024-04-06T16:24:17Z,1
1292,20 days,2023-11-24T06:00:42Z,1
1293,20 days,2024-01-18T17:17:02Z,1
1294,20 days,2024-05-28T08:39:25Z,1
1295,14 days,2024-01-11T05:23:40Z,1
1296,15 days,2024-05-02T02:16:26Z,1
1297,15 days,2023-12-23T06:04:55Z,1
1298,20 days,2024-07-20T17:28:52Z,1
1299,20 days,2023-12-03T19:15:24Z,1
1300,7 days,2023-09-24T08:07:16Z,1
1301,10 days,2023-11-20T04:09:01Z,1
1302,10 days,2024-03-21T23:15:58Z,1
1303,15 days,2023-12-18T21:23:24Z,1
1304,10% discount,2023-11-26T16:58:30Z,2
1305,14 days,2024-06-20T08:25:50Z,1
1306,7 days,2024-07-18T18:51:45Z,1
1307,5% discount,2024-05-29T18:07:54Z,2
1308,10 days,2024-08-08T23:42:46Z,1
1309,30 days,2023-12-05T04:28:32Z,1
1310,20 days,2023-09-07T09:45:16Z,1
1311,5 days,2024-06-07T23:46:13Z,1
1312,30 days,2023-12-22T17:37:18Z,1
1313,5 days,2024-05-27T12:36:22Z,1
1314,10 days,2024-06-24T00:43:33Z,1
1315,14 days,2023-10-10T05:22:27Z,1
1316,25% discount,2024-03-13T09:02:39Z,2
1317,15 days,2024-08-22T12:28:46Z,1
1318,20 days,2024-07-13T22:44:11Z,1
1319,10 days,2023-12-06T23:58:56Z,1
1320,7 days,2024-03-27T04:30:34Z,1
1321,7 days,2023-10-14T14:27:23Z,1
1322,20 days,2023-10-28T23:45:41Z,1
1323,10 days,2023-12-14T18:03:14Z,1
1324,20 days,2023-11-09T15:19:28Z,1
1325,5 days,2024-04-28T05:28:54Z,1
1326,60 days,2023-11-26T13:06:02Z,1
1327,15 days,2024-08-30T05:57:41Z,1
1328,5 days,2024-01-10T05:05:32Z,1
1329,14 days,2024-08-16T19:08:14Z,1
1330,45 days,2024-08-09T03:20:23Z,1
1331,15 days,2023-10-27T15:14:47Z,1
1332,10 days,2023-09-30T01:54:55Z,1
1333,10 days,2024-07-08T03:47:49Z,1
1334,10 days,2024-04-16T16:32:32Z,1
1335,10 days,2024-01-03T19:13:05Z,1
1336,15 days,2023-09-19T19:07:58Z,1
1337,10 days,2023-11-24T02:54:09Z,1
1338,30 days,2023-12-01T05:06:39Z,1
1339,15 days,2023-12-09T08:42:30Z,1
1340,60 days,2024-01-25T19:46:50Z,1
1341,30 days,2024-08-01T21:27:46Z,1
1342,10 days,2023-09-23T20:36:58Z,1
1343,20 days,2024-08-05T04:14:29Z,1
1344,7 days,2024-05-24T08:20:14Z,1
1345,30 days,2023-10-29T18:45:42Z,1
1346,20 days,2024-02-22T12:57:53Z,1
1347,10 days,2024-01-18T16:44:26Z,1
1348,10 days,2023-11-30T12:39:36Z,1
1349,10 days,2024-03-28T20:25:35Z,1
1350,7 days,2023-09-10T14:50:26Z,1
1351,7 days,2023-10-17T05:41:02Z,1
1352,14 days,2024-07-21T09:02:43Z,1
1353,20 days,2024-05-30T13:33:52Z,1
1354,7 days,2023-10-09T02:51:02Z,1
1355,7 days,2023-12-23T19:54:04Z,1
1356,10 days,2023-12-21T13:15:36Z,1
1357,14 days,2023-12-28T06:10:08Z,1
1358,10 days,2024-03-31T01:13:58Z,1
1359,Rp 10.000,2024-01-21T13:41:48Z,3
1360,15 days,2023-09-19T11:18:24Z,1
1361,7 days,2024-05-25T06:34:42Z,1
1362,7 days,2024-08-24T12:32:39Z,1
1363,7 days,2024-08-16T09:22:50Z,1
1364,14 days,2024-07-08T05:34:15Z,1
1365,30 days,2024-03-28T09:48:47Z,1
1366,14 days,2024-01-21T11:05:57Z,1
1367,7 days,2024-07-21T18:10:08Z,1
1368,14 days,2024-03-23T15:10:49Z,1
1369,10 days,2024-08-14T11:45:05Z,1
1370,30 days,2024-06-16T09:13:09Z,1
1371,20 days,2023-11-03T12:17:18Z,1
1372,20% discount,2023-12-24T03:07:57Z,2
1373,7 days,2024-04-15T03:24:33Z,1
1374,50% discount,2024-05-25T00:56:59Z,2
1375,7 days,2024-05-19T06:46:43Z,1
1376,30 days,2024-03-06T06:01:56Z,1
1377,20 days,2023-11-24T22:54:12Z,1
1378,7 days,2023-09-12T14:19:51Z,1
1379,20 days,2024-02-15T19:32:26Z,1
1380,15 days,2024-02-02T00:58:15Z,1
1381,20 days,2023-09-29T01:49:50Z,1
1382,60 days,2023-10-17T15:11:55Z,1
1383,10 days,2024-03-25T19:43:42Z,1
1384,20 days,2024-08-06T22:02:27Z,1
1385,30 days,2023-09-13T02:19:07Z,1
1386,10 days,2024-04-14T15:04:56Z,1
1387,14 days,2024-04-04T19:34:14Z,1
1388,7 days,2023-12-26T16:52:37Z,1
1389,20 days,2023-10-30T11:37:37Z,1
1390,7 days,2024-02-21T10:20:18Z,1
1391,7 days,2024-05-12T15:34:28Z,1
1392,20 days,2024-06-06T08:06:13Z,1
1393,10 days,2024-05-30T15:58:48Z,1
1394,15 days,2023-12-04T18:02:28Z,1
1395,90 days,2024-08-12T02:43:47Z,1
1396,15 days,2023-10-07T17:55:26Z,1
1397,20 days,2024-03-23T01:10:38Z,1
1398,14 days,2024-06-22T02:16:38Z,1
1399,15 days,2024-01-04T16:08:28Z,1
1400,20 days,2023-09-05T15:39:07Z,1
1401,20 days,2023-09-06T13:51:36Z,1
1402,14 days,2023-11-26T05:36:49Z,1
1403,20% discount,2024-08-01T04:16:28Z,2
1404,5 days,2024-07-26T00:51:11Z,1
1405,25% discount,2024-07-07T08:35:10Z,2
1406,14 days,2024-04-15T19:39:00Z,1
1407,5 days,2024-01-12T04:22:26Z,1
1408,Rp 10.000,2024-06-09T09:09:46Z,3
1409,20 days,2023-11-18T22:04:32Z,1
1410,10% discount,2023-10-22T23:26:19Z,2
1411,90 days,2024-06-19T12:06:19Z,1
1412,15 days,2024-03-19T21:11:14Z,1
1413,7 days,2023-09-23T16:04:10Z,1
1414,15 days,2024-04-30T22:31:11Z,1
1415,30 days,2024-02-13T02:34:39Z,1
1416,45 days,2024-04-04T21:26:35Z,1
1417,15 days,2024-05-01T07:50:31Z,1
1418,30 days,2024-06-09T07:07:41Z,1
1419,10 days,2024-01-19T00:47:07Z,1
1420,30 days,2024-03-29T06:44:48Z,1
1421,14 days,2023-11-25T15:58:58Z,1
1422,60 days,2024-08-29T12:43:25Z,1
1423,15 days,2024-08-28T00:04:48Z,1
1424,10 days,2024-06-12T03:08:43Z,1
1425,Rp 50.000,2024-03-12T21:42:25Z,3
1426,45 days,2024-03-17T02:31:47Z,1
1427,7 days,2024-05-02T05:23:03Z,1
1428,10 days,2024-02-28T08:28:40Z,1
1429,Rp 10.000,2023-09-26T07:06:06Z,3
1430,10 days,2023-12-21T15:00:49Z,1
1431,7 days,2023-09-03T23:56:55Z,1
1432,20 days,2024-04-16T03:03:58Z,1
1433,20 days,2024-05-24T18:11:15Z,1
1434,90 days,2024-05-08T08:35:58Z,1
1435,15 days,2023-11-06T00:22:46Z,1
1436,20 days,2024-04-20T22:12:09Z,1
1437,15 days,2024-03-20T10:43:39Z,1
1438,30 days,2024-03-02T14:51:34Z,1
1439,7 days,2024-03-26T03:36:35Z,1
1440,5 days,2023-11-08T02:05:14Z,1
1441,30 days,2024-05-25T04:49:55Z,1
1442,14 days,2024-04-24T17:44:10Z,1
1443,10 days,2024-07-02T12:55:30Z,1
1444,60 days,2024-04-03T04:45:09Z,1
1445,30 days,2024-03-17T20:51:29Z,1
1446,14 days,2024-04-16T04:50:56Z,1
1447,30 days,2024-04-20T03:55:30Z,1
1448,20 days,2024-06-28T05:29:23Z,1
1449,7 days,2023-10-03T02:12:05Z,1
1450,5 days,2024-01-02T07:31:51Z,1
1451,15 days,2024-04-12T00:13:27Z,1
1452,10 days,2023-12-18T20:22:33Z,1
1453,30 days,2024-08-21T21:32:16Z,1
1454,Rp 25.000,2024-06-27T19:47:53Z,3
1455,10 days,2024-03-05T15:50:19Z,1
1456,15 days,2024-01-12T22:23:51Z,1
1457,15 days,2024-06-08T10:12:45Z,1
1458,7 days,2024-01-20T11:11:39Z,1
1459,20 days,2024-01-22T13:51:43Z,1
1460,14 days,2023-11-10T19:38:53Z,1
1461,30 days,2024-04-26T18:13:05Z,1
1462,7 days,2024-06-06T18:03:31Z,1
1463,25% discount,2023-09-26T18:25:26Z,2
1464,20 days,2023-12-15T03:22:01Z,1
1465,30 days,2024-08-28T02:27:56Z,1
1466,5 days,2023-12-23T08:14:28Z,1
1467,15 days,2024-08-06T05:22:04Z,1
1468,7 days,2024-06-26T09:27:57Z,1
1469,5 days,2024-04-23T06:12:48Z,1
1470,15 days,2023-12-22T15:30:00Z,1
1471,15 days,2023-09-16T08:26:07Z,1
1472,14 days,2023-10-03T14:34:00Z,1
1473,10 days,2023-10-07T05:41:10Z,1
1474,30 days,2024-04-18T19:52:03Z,1
1475,20 days,2023-09-17T17:16:58Z,1
1476,20 days,2023-11-25T21:09:06Z,1
1477,5 days,2023-09-11T15:39:31Z,1
1478,10 days,2024-01-11T10:40:48Z,1
1479,10 days,2023-09-10T23:38:26Z,1
1480,5 days,2024-01-17T01:19:27Z,1
1481,60 days,2024-02-29T10:34:52Z,1
1482,60 days,2023-12-13T07:42:47Z,1
1483,7 days,2024-03-07T05:46:23Z,1
1484,15 days,2024-01-02T17:57:02Z,1
1485,10 days,2024-08-25T13:38:08Z,1
1486,Rp 20.000,2024-06-12T23:39:42Z,3
1487,14 days,2024-05-06T21:21:54Z,1
1488,14 days,2024-06-14T19:56:49Z,1
1489,20 days,2023-09-16T23:11:01Z,1
1490,5% discount,2024-05-22T23:58:35Z,2
1491,14 days,2024-08-06T11:30:22Z,1
1492,20 days,2024-02-10T02:20:06Z,1
1493,10 days,2024-01-18T02:12:04Z,1
1494,10 days,2024-04-02T08:04:03Z,1
1495,10 days,2024-03-25T00:33:52Z,1
1496,10 days,2024-06-23T18:56:05Z,1
1497,10 days,2024-08-17T09:55:57Z,1
1498,15 days,2024-05-11T12:05:49Z,1
1499,50% discount,2023-11-25T02:06:31Z,2
1500,7 days,2024-03-27T10:24:26Z,1
1501,45 days,2024-04-11T15:30:50Z,1
1502,7 days,2024-06-15T10:05:53Z,1
1503,20 days,2024-08-09T18:49:28Z,1
1504,5 days,2024-07-27T21:29:41Z,1
1505,14 days,2024-07-04T12:00:50Z,1
1506,7 days,2024-07-01T17:15:33Z,1
1507,20 days,2024-08-17T09:32:33Z,1
1508,14 days,2024-08-07T03:47:50Z,1
1509,5 days,2024-06-08T11:06:42Z,1
1510,14 days,2024-04-28T07:46:00Z,1
1511,5 days,2023-11-01T09:17:03Z,1
1512,10 days,2024-03-03T13:18:04Z,1
1513,20 days,2023-09-12T16:01:47Z,1
1514,15 days,2024-05-08T14:53:26Z,1
1515,5 days,2024-05-24T11:01:34Z,1
1516,10% discount,2023-10-05T14:16:23Z,2
1517,10 days,2023-12-19T01:59:47Z,1
1518,15 days,2024-02-24T16:25:17Z,1
1519,25% discount,2024-07-07T08:21:32Z,2
1520,15 days,2024-01-12T04:15:33Z,1
1521,45 days,2024-05-06T01:03:40Z,1
1522,7 days,2024-02-20T04:33:18Z,1
1523,30 days,2024-05-18T04:26:07Z,1
1524,30 days,2023-10-23T23:41:52Z,1
1525,14 days,2024-03-02T21:23:10Z,1
1526,10 days,2024-06-05T07:47:52Z,1
1527,10 days,2023-09-15T11:08:33Z,1
1528,45 days,2024-05-27T09:33:51Z,1
1529,50% discount,2023-10-21T15:03:19Z,2
1530,15 days,2023-10-21T13:14:48Z,1
1531,30 days,2024-05-12T04:35:56Z,1
1532,20 days,2023-09-23T07:17:42Z,1
1533,30 days,2024-06-10T21:38:37Z,1
1534,Rp 10.000,2024-01-04T00:15:04Z,3
1535,50% discount,2023-09-17T10:35:40Z,2
1536,10 days,2024-06-30T23:44:54Z,1
1537,20 days,2024-04-25T17:48:29Z,1
1538,10% discount,2024-04-17T19:10:16Z,2
1539,90 days,2024-01-10T15:41:26Z,1
1540,14 days,2024-01-10T04:49:34Z,1
1541,15 days,2024-08-02T07:15:16Z,1
1542,10 days,2023-09-25T02:20:10Z,1
1543,30 days,2024-08-22T10:49:00Z,1
1544,60 days,2024-07-05T00:10:47Z,1
1545,15 days,2024-04-28T11:45:07Z,1
1546,15 days,2024-06-28T21:02:42Z,1
1547,45 days,2024-08-21T14:00:52Z,1
1548,Rp 10.000,2024-06-01T23:39:52Z,3
1549,10 days,2023-09-26T08:03:32Z,1
1550,10 days,2024-08-17T21:08:17Z,1
1551,30 days,2024-02-10T04:27:39Z,1
1552,15 days,2024-04-24T04:19:16Z,1
1553,10 days,2023-09-01T05:30:44Z,1
1554,20 days,2024-08-07T23:44:19Z,1
1555,20 days,2023-12-30T05:36:29Z,1
1556,45 days,2024-07-06T23:06:01Z,1
1557,Rp 50.000,2023-10-05T22:44:06Z,3
1558,15 days,2023-09-20T11:48:05Z,1
1559,20 days,2024-01-17T14:12:20Z,1
1560,20 days,2024-03-19T22:42:42Z,1
1561,20 days,2024-06-11T18:46:54Z,1
1562,15 days,2024-07-26T00:16:26Z,1
1563,5 days,2023-11-23T04:48:09Z,1
1564,7 days,2023-12-25T20:12:03Z,1
1565,10 days,2024-03-02T05:05:47Z,1
1566,20 days,2024-02-18T18:58:10Z,1
1567,15 days,2024-01-27T05:28:49Z,1
1568,5 days,2023-12-13T18:30:14Z,1
1569,15 days,2023-12-02T13:54:29Z,1
1570,45 days,2023-12-18T02:51:14Z,1
1571,5 days,2023-10-06T21:49:58Z,1
1572,14 days,2023-11-16T08:33:31Z,1
1573,20 days,2023-11-24T05:45:13Z,1
1574,10 days,2023-12-15T15:47:29Z,1
1575,45 days,2023-11-23T04:20:32Z,1
1576,15 days,2024-07-14T06:51:06Z,1
1577,10 days,2024-05-23T09:18:01Z,1
1578,50% discount,2024-03-15T23:53:13Z,2
1579,10 days,2023-09-05T18:35:05Z,1
1580,20% discount,2024-06-02T17:53:29Z,2
1581,5 days,2024-05-05T12:25:28Z,1
1582,7 days,2024-01-26T02:18:56Z,1
1583,10% discount,2024-04-13T13:08:14Z,2
1584,5 days,2024-08-18T10:23:39Z,1
1585,15 days,2024-07-03T01:35:14Z,1
1586,15 days,2023-12-30T01:09:38Z,1
1587,20 days,2024-02-18T18:16:57Z,1
1588,90 days,2024-05-26T17:02:42Z,1
1589,7 days,2024-07-06T21:01:29Z,1
1590,60 days,2023-09-10T22:16:39Z,1
1591,15 days,2024-04-17T22:36:19Z,1
1592,25% discount,2024-02-13T13:30:49Z,2
1593,15 days,2023-11-15T18:03:32Z,1
1594,10 days,2024-01-09T18:07:25Z,1
1595,20 days,2023-10-19T23:18:26Z,1
1596,7 days,2024-07-21T04:45:40Z,1
1597,15 days,2024-07-16T22:14:05Z,1
1598,15 days,2023-11-25T11:44:51Z,1
1599,15 days,2024-07-13T23:13:45Z,1
1600,10 days,2024-08-20T18:00:11Z,1
1601,7 days,2023-11-19T02:30:23Z,1
1602,Rp 50.000,2024-02-27T00:04:19Z,3
1603,15 days,2024-07-15T19:09:35Z,1
1604,20 days,2024-08-20T02:55:12Z,1
1605,10 days,2023-12-20T08:45:13Z,1
1606,7 days,2024-01-22T23:24:23Z,1
1607,15 days,2024-03-30T12:16:03Z,1
1608,15 days,2024-04-08T12:28:49Z,1
1609,45 days,2024-05-24T14:50:47Z,1
1610,7 days,2024-08-02T08:49:10Z,1
1611,30 days,2023-12-17T12:31:34Z,1
1612,20 days,2024-08-06T20:27:40Z,1
1613,7 days,2024-05-04T08:02:30Z,1
1614,5 days,2024-08-12T10:58:15Z,1
1615,15 days,2023-09-13T12:14:50Z,1
1616,60 days,2023-09-10T17:44:57Z,1
1617,10 days,2024-03-28T00:31:05Z,1
1618,30 days,2024-01-21T17:41:37Z,1
1619,14 days,2023-12-07T22:48:44Z,1
1620,15 days,2023-10-04T13:05:07Z,1
1621,20 days,2024-08-10T13:44:03Z,1
1622,10 days,2024-06-09T14:24:01Z,1
1623,Rp 25.000,2024-06-19T19:06:22Z,3
1624,20 days,2023-09-04T00:54:51Z,1
1625,5 days,2024-07-27T18:13:27Z,1
1626,10 days,2024-02-03T23:57:39Z,1
1627,7 days,2023-12-13T05:44:49Z,1
1628,30 days,2024-07-09T11:45:38Z,1
1629,5 days,2024-03-27T20:49:18Z,1
1630,20 days,2024-07-03T09:24:59Z,1
1631,14 days,2024-03-26T06:50:30Z,1
1632,15 days,2024-04-08T20:43:47Z,1
1633,15 days,2024-04-15T18:16:55Z,1
1634,20 days,2023-09-28T22:03:35Z,1
1635,5 days,2024-04-19T21:35:04Z,1
1636,60 days,2024-01-23T09:04:28Z,1
1637,10 days,2024-01-08T21:44:53Z,1
1638,10 days,2023-10-11T02:34:34Z,1
1639,5 days,2023-12-06T13:04:08Z,1
1640,Rp 50.000,2024-01-28T07:49:48Z,3
1641,15 days,2024-05-08T16:35:35Z,1
1642,7 days,2024-01-23T10:34:46Z,1
1643,10 days,2024-01-11T23:38:38Z,1
1644,7 days,2024-07-30T06:36:01Z,1
1645,7 days,2024-05-24T08:22:14Z,1
1646,10% discount,2024-06-02T23:13:14Z,2
1647,20% discount,2024-07-30T23:28:08Z,2
1648,14 days,2024-08-23T18:40:58Z,1
1649,15 days,2024-08-19T09:25:46Z,1
1650,30 days,2023-09-09T17:37:08Z,1
1651,30 days,2024-05-10T14:22:55Z,1
1652,10 days,2024-06-15T09:54:07Z,1
1653,60 days,2024-01-24T04:59:17Z,1
1654,20 days,2024-02-24T01:14:45Z,1
1655,30 days,2023-11-22T20:31:51Z,1
1656,10 days,2024-07-13T17:10:58Z,1
1657,14 days,2023-10-14T21:30:39Z,1
1658,45 days,2023-11-11T05:08:20Z,1
1659,10 days,2024-03-17T06:55:21Z,1
1660,7 days,2023-12-31T12:33:08Z,1
1661,20 days,2023-10-18T22:18:21Z,1
1662,10 days,2023-09-24T04:29:08Z,1
1663,10 days,2023-10-19T17:31:22Z,1
1664,Rp 25.000,2023-11-18T22:56:22Z,3
1665,15 days,2023-09-12T12:17:00Z,1
1666,60 days,2024-06-29T13:56:39Z,1
1667,5 days,2023-11-29T08:03:32Z,1
1668,5 days,2024-07-23T07:32:29Z,1
1669,7 days,2024-07-08T14:37:36Z,1
1670,Rp 25.000,2023-10-16T21:28:37Z,3
1671,30 days,2024-03-25T00:04:54Z,1
1672,15 days,2024-04-05T01:43:21Z,1
1673,Rp 10.000,2023-11-26T09:53:19Z,3
1674,20 days,2024-02-09T08:58:48Z,1
1675,20 days,2023-09-11T01:41:30Z,1
1676,7 days,2024-02-13T12:36:01Z,1
1677,10 days,2024-04-05T01:57:09Z,1
1678,10 days,2024-07-20T06:43:57Z,1
1679,10 days,2023-09-25T04:13:54Z,1
1680,Rp 100.000,2023-12-05T10:26:32Z,3
1681,10 days,2023-10-22T08:38:28Z,1
1682,Rp 50.000,2023-09-27T12:13:12Z,3
1683,60 days,2024-04-08T02:27:28Z,1
1684,30 days,2024-05-10T03:12:25Z,1
1685,20 days,2024-03-04T03:31:08Z,1
1686,30 days,2024-03-02T07:49:56Z,1
1687,10 days,2024-03-31T12:12:43Z,1
1688,14 days,2023-10-19T09:07:56Z,1
1689,Rp 20.000,2024-02-24T08:33:36Z,3
1690,15 days,2024-04-22T15:23:06Z,1
1691,14 days,2024-08-12T04:54:32Z,1
1692,20 days,2024-05-28T16:03:01Z,1
1693,45 days,2023-10-06T11:13:09Z,1
1694,30 days,2024-08-29T00:29:59Z,1
1695,20 days,2024-08-16T09:08:46Z,1
1696,60 days,2024-05-29T06:14:19Z,1
1697,20 days,2024-04-16T14:29:56Z,1
1698,5 days,2024-03-04T11:21:23Z,1
1699,20 days,2024-06-05T17:18:35Z,1
1700,20 days,2024-06-28T00:03:19Z,1
1701,7 days,2024-03-14T06:10:51Z,1
1702,7 days,2024-01-11T15:54:38Z,1
1703,5% discount,2024-07-09T03:54:35Z,2
1704,5 days,2024-06-12T01:16:21Z,1
1705,10 days,2023-12-15T04:38:48Z,1
1706,5 days,2024-07-17T17:25:15Z,1
1707,10 days,2024-02-09T16:12:48Z,1
1708,10 days,2023-10-22T04:43:45Z,1
1709,20 days,2024-04-19T07:31:01Z,1
1710,20 days,2024-06-21T14:59:15Z,1
1711,15 days,2024-01-11T04:41:48Z,1
1712,45 days,2024-04-16T22:55:43Z,1
1713,20 days,2023-12-12T09:22:05Z,1
1714,15 days,2024-06-30T00:12:30Z,1
1715,15 days,2024-01-31T08:51:26Z,1
1716,50% discount,2024-07-05T07:26:09Z,2
1717,10 days,2024-04-27T23:53:43Z,1
1718,10 days,2024-05-11T03:19:38Z,1
1719,14 days,2023-12-29T03:30:21Z,1
1720,14 days,2023-12-24T04:27:56Z,1
1721,15 days,2023-09-05T22:06:59Z,1
1722,15 days,2023-11-13T09:55:20Z,1
1723,20 days,2024-08-02T11:31:44Z,1
1724,15 days,2024-04-03T05:18:16Z,1
1725,25% discount,2024-02-16T00:29:12Z,2
1726,Rp 100.000,2024-03-28T15:32:59Z,3
1727,20% discount,2024-02-28T22:58:06Z,2
1728,60 days,2024-03-20T22:26:11Z,1
1729,10% discount,2024-04-29T20:29:43Z,2
1730,30 days,2024-04-06T00:01:52Z,1
1731,45 days,2024-06-18T14:30:04Z,1
1732,5 days,2024-05-16T00:08:55Z,1
1733,5 days,2024-02-22T18:35:31Z,1
1734,10% discount,2023-09-24T01:56:33Z,2
1735,15 days,2024-02-19T18:53:37Z,1
1736,20 days,2024-05-11T05:59:26Z,1
1737,15 days,2024-01-10T15:41:03Z,1
1738,15 days,2024-06-18T07:34:48Z,1
1739,30 days,2024-01-01T16:59:57Z,1
1740,15 days,2024-03-24T20:37:53Z,1
1741,15 days,2024-08-27T05:07:48Z,1
1742,20 days,2024-04-18T03:25:36Z,1
1743,10 days,2024-01-04T00:27:48Z,1
1744,7 days,2024-05-04T16:39:49Z,1
1745,5 days,2023-09-27T21:18:58Z,1
1746,30 days,2024-02-07T12:41:05Z,1
1747,10 days,2023-10-20T19:29:56Z,1
1748,14 days,2023-10-14T06:34:36Z,1
1749,30 days,2024-07-30T03:17:11Z,1
1750,10 days,2024-02-20T07:36:07Z,1
1751,14 days,2024-06-22T17:00:18Z,1
1752,10 days,2024-08-06T03:10:31Z,1
1753,20 days,2023-09-03T05:02:03Z,1
1754,10 days,2023-12-07T17:32:13Z,1
1755,10 days,2024-01-08T05:26:54Z,1
1756,5 days,2023-11-13T17:48:00Z,1
1757,5 days,2023-10-04T00:50:47Z,1
1758,30 days,2024-03-04T16:08:19Z,1
1759,15 days,2024-05-22T09:54:57Z,1
1760,20 days,2024-01-16T11:54:20Z,1
1761,5 days,2024-05-13T14:19:16Z,1
1762,20 days,2024-03-08T11:45:52Z,1
1763,10 days,2023-12-12T03:39:02Z,1
1764,45 days,2024-08-03T02:46:31Z,1
1765,30 days,2024-02-05T16:19:13Z,1
1766,7 days,2024-08-27T00:25:55Z,1
1767,Rp 100.000,2023-09-07T02:37:01Z,3
1768,10 days,2024-06-18T06:48:11Z,1
1769,20 days,2023-12-31T02:04:54Z,1
1770,90 days,2024-03-01T14:04:28Z,1
1771,7 days,2024-06-11T09:54:52Z,1
